,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
271,CHEMBL1784082,,,384.66,0.0,3.36,4a,O=C(Nc1cccc(Cl)c1N1CCNCC1)c1ccc(Br)o1,IC50,'=',4100.0,nM,5.39,,,UO_0000065,14.01,0.33,2.03,9.37,0,CHEMBL1787506,Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1782035,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
272,CHEMBL1784095,,,484.78,1.0,5.0,4o,CC(C)(C)OC(=O)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,IC50,'=',6300.0,nM,5.2,,,UO_0000065,10.73,0.24,0.2,6.93,0,CHEMBL1787506,Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1782035,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
273,CHEMBL1783592,,,392.4,0.0,4.12,9h,Cc1cccc(NC(=O)c2ccc(C(F)F)o2)c1N1CCC2(CC1)OCCO2,IC50,'=',260.0,nM,6.58,,,UO_0000065,16.78,0.32,2.47,10.3,0,CHEMBL1787506,Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1782035,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
277,CHEMBL1644633,,,402.46,0.0,2.95,26,Nc1ccc2cc(-n3c(-c4ccnc(NC5CCOCC5)c4)n[nH]c3=O)ccc2c1,IC50,'=',1700.0,nM,5.77,,,UO_0000065,14.34,0.26,2.82,5.2,0,CHEMBL1648827,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641539,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
278,CHEMBL1644622,,,357.42,0.0,3.74,14,O=c1[nH]nc(-c2ccnc(NC3CCC3)c2)n1-c1ccc2ccccc2c1,IC50,'=',1800.0,nM,5.75,,,UO_0000065,16.07,0.29,2.0,7.6,0,CHEMBL1648827,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641539,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
279,CHEMBL1644643,,,470.58,0.0,3.76,39,O=c1n(C2CCNCC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,IC50,'=',4500.0,nM,5.35,,,UO_0000065,11.36,0.21,1.59,6.22,0,CHEMBL1648827,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641539,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
280,CHEMBL3679488,,,487.0,1.0,5.35,BDBM100508,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CCCCCC2)nc1,IC50,'=',21.0,nM,7.68,,217719,UO_0000065,15.77,0.3,2.33,11.42,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
281,CHEMBL3679489,,,551.07,1.0,3.98,BDBM100509,CS(=O)(=O)C1CCN(c2ccc(C(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)cn2)CC1,IC50,'=',24.0,nM,7.62,,217720,UO_0000065,13.83,0.27,3.64,7.52,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
282,CHEMBL3679506,,,516.0,1.0,3.67,BDBM100526,NC(=O)C1CCN(c2ccc(C(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)cn2)CC1,IC50,'=',110.0,nM,6.96,,217737,UO_0000065,13.49,0.26,3.29,6.31,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
283,CHEMBL3674715,,,535.67,1.0,3.0,BDBM102593,CS(=O)(=O)C[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(C(=O)CC#N)CC5)cccc43)n2)CC1,IC50,'=',13.6,nM,7.87,,220161,UO_0000065,14.69,0.28,4.87,6.33,0,CHEMBL3705344,In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638640,37,BindingDB Database,,2013.0,,,,
284,CHEMBL210256,,,180.21,0.0,1.44,46,CCOc1cccc(NC(C)=O)n1,IC50,'=',750.0,nM,6.12,,,UO_0000065,33.99,0.64,4.68,11.96,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
285,CHEMBL377348,,,262.27,0.0,0.66,19c,CC(=O)Nc1cc(N)c(C#N)c(OC2CCOC2)n1,IC50,'=',890.0,nM,6.05,,,UO_0000065,23.07,0.43,5.39,5.49,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
286,CHEMBL378499,,,262.31,0.0,2.06,6b,CCCCC(=O)Nc1cc(N)c(C#N)c(OCC)n1,IC50,'=',350.0,nM,6.46,,,UO_0000065,24.61,0.46,4.4,6.39,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
288,CHEMBL218219,,,389.44,0.0,0.27,17k,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCO)n2)cc1,IC50,'=',93.0,nM,7.03,,,UO_0000065,,,,,0,CHEMBL853925,Inhibition of JNK1 by ATF2 phosphorylation assay,F,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139733,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
289,CHEMBL385177,,,432.51,0.0,3.04,15o,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(/C=C/c3ccccc3)n2)cc1,IC50,'=',1450.0,nM,5.84,,,UO_0000065,,,,,0,CHEMBL853925,Inhibition of JNK1 by ATF2 phosphorylation assay,F,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139733,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
290,CHEMBL221075,,,408.44,0.0,1.33,15l,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cncnc3)n2)cc1,IC50,'=',620.0,nM,6.21,,,UO_0000065,,,,,0,CHEMBL853925,Inhibition of JNK1 by ATF2 phosphorylation assay,F,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139733,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
292,CHEMBL221252,,,436.49,0.0,2.54,15c,COc1cccc(-c2nc(C(=O)NCc3ccc(S(C)(=O)=O)cc3)cc(N)c2C#N)c1,IC50,'=',430.0,nM,6.37,,,UO_0000065,,,,,0,CHEMBL853925,Inhibition of JNK1 by ATF2 phosphorylation assay,F,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139733,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
293,CHEMBL1681996,,,344.39,0.0,2.99,8,CCOC(=O)c1c(C#N)csc1NC(=O)Cc1ccc(OC)cc1,IC50,'=',350.0,nM,6.46,,,UO_0000065,18.75,0.37,3.47,7.3,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
294,CHEMBL3745925,,,400.43,0.0,4.53,19,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCCCCC3)nc21,IC50,'=',6730.0,nM,5.17,,,UO_0000065,12.92,0.24,0.64,7.49,0,CHEMBL3751431,Inhibition of JNK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3745672,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,,
295,CHEMBL392615,,,398.9,0.0,2.9,19,CNC(=O)CN1CCC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,IC50,'=',15.0,nM,7.82,,,UO_0000065,19.61,0.38,4.92,9.1,0,CHEMBL886370,Inhibition of JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139954,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,
296,CHEMBL245724,,,378.48,0.0,3.54,7,CCNC(=O)N1CCC(Nc2ncc(C)c(-c3c[nH]c4ccccc34)n2)CC1,IC50,'=',320.0,nM,6.5,,,UO_0000065,17.16,0.32,2.95,7.56,0,CHEMBL886370,Inhibition of JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139954,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,
297,CHEMBL1946335,,,378.41,0.0,4.48,14,CCn1c(Nc2ccccc2F)nc2cnc(Nc3ccc(OC)cc3)nc21,IC50,'=',3600.0,nM,5.44,,,UO_0000065,14.39,0.27,0.96,7.08,0,CHEMBL1947746,Inhibition of full length Hexa-His-tagged JNK1 using GST-tagged cJun and [gamma33P]ATP as substrate after 60 mins by scintillation counting,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1944604,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
298,CHEMBL258703,,,478.34,1.0,5.27,11b,COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1cccc(OC)c1,IC50,'=',79.0,nM,7.1,,,UO_0000065,14.85,0.31,1.83,12.35,0,CHEMBL939932,Inhibition of human JNK1 by radiometric assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1142440,1,Scientific Literature,Bioorg Med Chem,2008.0,,,,
299,CHEMBL2204110,,,550.61,1.0,3.65,13f,COC(=O)c1c(Cc2ccc(S(=O)(=O)N3CCC(O)CC3)cc2)c(=O)c2ccc(F)cc2n1-c1ccccc1,IC50,'=',50.0,nM,7.3,,,UO_0000065,13.26,0.26,3.65,6.89,0,CHEMBL2216094,Inhibition of human JNK1 alpha1 using GST-tagged ATF2 as substrate and [gamma33P]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2203077,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
302,CHEMBL383994,,,373.43,0.0,1.38,7a,C#Cc1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC,IC50,'=',350.0,nM,6.46,,,UO_0000065,,,,,0,CHEMBL853925,Inhibition of JNK1 by ATF2 phosphorylation assay,F,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139733,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
305,CHEMBL3342918,,,295.32,0.0,3.15,9c,O=C(NCc1ccc(F)cc1)c1cc(-c2ccccc2)[nH]n1,IC50,'=',2900.0,nM,5.54,,,UO_0000065,18.75,0.34,2.39,9.58,0,CHEMBL3373992,Inhibition of FLAG-tagged JNK-1 (unknown origin) transfected in African green monkey COS cells by SDS-PAGE analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,COS,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3352082,1,Scientific Literature,Bioorg Med Chem,2014.0,,,,
306,CHEMBL3355175,,,521.03,1.0,4.96,26h,CCN(CC)CCn1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,IC50,'=',1249.0,nM,5.9,,,UO_0000065,11.33,0.22,0.94,5.41,0,CHEMBL3372266,Inhibition of JNK1 (unknown origin) after 1 hr by homogeneous time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3352539,1,Scientific Literature,J Med Chem,2014.0,,,,
307,CHEMBL1233748,,,512.54,2.0,6.19,8,COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)cc(OC)c1OC,IC50,'=',73.0,nM,7.14,,,UO_0000065,13.92,0.26,0.95,8.24,1,CHEMBL3395896,Inhibition of JNK1 (unknown origin) by time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3393060,1,Scientific Literature,J Med Chem,2015.0,,,,
308,CHEMBL3746916,,,450.33,0.0,3.17,37,Cn1c(=O)c(Oc2c(Cl)cccc2Cl)cc2cnc(NCCN3CCOCC3)nc21,IC50,'=',27070.0,nM,4.57,,,UO_0000065,10.14,0.21,1.4,5.6,0,CHEMBL3751431,Inhibition of JNK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3745672,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,,
310,CHEMBL242237,,,321.34,0.0,2.77,1,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,IC50,'=',9.0,nM,8.05,,,UO_0000065,25.04,0.46,5.28,7.11,1,CHEMBL3751430,Inhibition of JNK1alpha1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3745672,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,,
311,CHEMBL3746889,,,439.44,0.0,1.75,20,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NCCCNS(C)(=O)=O)nc21,IC50,'=',2770.0,nM,5.56,,,UO_0000065,12.65,0.25,3.81,4.82,0,CHEMBL3751431,Inhibition of JNK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3745672,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,,
312,CHEMBL4852680,,,363.46,0.0,1.66,17,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@H]3CCC[C@@H](O)C3)n2)CC1,IC50,'=',95.0,nM,7.02,,,UO_0000065,19.32,0.37,5.36,5.74,0,CHEMBL4842273,Inhibition of JNK1 (unknown origin) assessed as reduction in phosphorylated ULight-labeled 4EBP1 peptide measured after 1 hr by time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4840378,1,Scientific Literature,J Med Chem,2021.0,,TIME = 1.0 hr,INHIBITOR,
313,CHEMBL2204093,,,516.5,1.0,4.19,19e,COC(=O)c1c(Cc2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,IC50,'=',82.0,nM,7.09,,,UO_0000065,13.72,0.27,2.9,7.43,0,CHEMBL2216094,Inhibition of human JNK1 alpha1 using GST-tagged ATF2 as substrate and [gamma33P]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2203077,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
314,CHEMBL2204112,,,471.51,0.0,2.79,19a,COC(=O)c1c(Cc2ccc(C(=O)NCCO)cc2)c(=O)c2ccc(C)nc2n1-c1ccccc1,IC50,'=',30.0,nM,7.52,,,UO_0000065,15.95,0.29,4.73,6.81,0,CHEMBL2216094,Inhibition of human JNK1 alpha1 using GST-tagged ATF2 as substrate and [gamma33P]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2203077,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
315,CHEMBL376096,,,417.49,0.0,1.13,4,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#CCCO,IC50,'=',2238.72,nM,5.65,,,UO_0000065,13.53,0.27,4.52,4.29,0,CHEMBL990582,Inhibition of JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1149794,1,Scientific Literature,Eur J Med Chem,2008.0,,,,
317,CHEMBL1767247,,,318.35,0.0,1.8,"18, BI-98F3",NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)OCCO2,IC50,'=',2700.0,nM,5.57,,,UO_0000065,17.49,0.35,3.77,6.14,0,CHEMBL1768207,Inhibition of JNK1 by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1764959,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,
318,CHEMBL1767260,,,339.21,0.0,2.79,"32, BI-101B8",NC(=O)c1ccsc1NC(=O)Cc1ccccc1Br,IC50,'=',2900.0,nM,5.54,,,UO_0000065,16.32,0.4,2.75,7.67,0,CHEMBL1768207,Inhibition of JNK1 by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1764959,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,
320,CHEMBL191553,,,373.42,0.0,4.32,22,CC(=O)Nc1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1,IC50,'=',158.49,nM,6.8,,,UO_0000065,18.21,0.33,2.48,7.4,0,CHEMBL831665,Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140363,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,
322,CHEMBL1950304,,,489.5,0.0,3.67,17,CNC(=O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,IC50,'=',51.0,nM,7.29,,,UO_0000065,14.9,0.28,3.62,6.88,0,CHEMBL1952891,Inhibition of hexa-His-tagged JNK1 expressed in baculoviral system using GST-tagged c-Jun as substrate preincubated for 15 mins prior ATP addition measured after 60 mins by scintillation counting,B,BAO_0000019,assay format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1949521,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
323,CHEMBL210737,,,312.33,0.0,1.73,26,COc1ccc(OC)c(CC(=O)Nc2cc(N)c(C#N)cn2)c1,IC50,'=',2600.0,nM,5.58,,,UO_0000065,17.88,0.33,3.86,5.07,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
324,CHEMBL379414,,,454.12,0.0,3.64,6q,CCOc1nc(NC(=O)Cc2cc(Br)ccc2Br)cc(N)c1C#N,IC50,'=',3000.0,nM,5.52,,,UO_0000065,12.16,0.31,1.88,5.47,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
325,CHEMBL210861,,,296.33,0.0,2.12,6e,CCOc1nc(NC(=O)Cc2ccccc2)cc(N)c1C#N,IC50,'=',570.0,nM,6.24,,,UO_0000065,21.07,0.39,4.12,6.18,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
328,CHEMBL245534,,,453.98,0.0,3.52,23,CN1CCN(C(=O)N2CCC(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)CC2)CC1,IC50,'=',18.0,nM,7.75,,,UO_0000065,17.06,0.33,4.22,9.63,0,CHEMBL886370,Inhibition of JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139954,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,
329,CHEMBL245335,,,398.9,0.0,3.88,18,CCNC(=O)N1CCC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,IC50,'=',60.0,nM,7.22,,,UO_0000065,18.1,0.35,3.34,8.4,0,CHEMBL886370,Inhibition of JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139954,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,
333,CHEMBL4462592,,,206.25,0.0,3.13,1;SP600125,c1ccc2c(c1)Cc1cccc3[nH]nc-2c13,IC50,'=',820.0,nM,6.09,,,UO_0000065,29.51,0.52,2.96,21.22,0,CHEMBL4361466,Inhibition of human JNK1alpha1 using ATF2 as substrate measured after 40 mins in presence of [gamma33P]ATP by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4359842,1,Scientific Literature,J Med Chem,2019.0,,,,
334,CHEMBL3342924,,,335.39,0.0,3.49,10d,O=C(Nc1ccc2[nH]c(S)nc2c1)c1cc(-c2ccccc2)[nH]n1,IC50,'=',2900.0,nM,5.54,,,UO_0000065,16.51,0.32,2.05,6.4,0,CHEMBL3373992,Inhibition of FLAG-tagged JNK-1 (unknown origin) transfected in African green monkey COS cells by SDS-PAGE analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,COS,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3352082,1,Scientific Literature,Bioorg Med Chem,2014.0,,,,
335,CHEMBL3355177,,,504.98,1.0,4.54,26j,O=C(Nc1cnn(-c2cccc(C(=O)Nc3cnn(C4CCNCC4)c3)c2)c1)Nc1ccccc1Cl,IC50,'=',679.0,nM,6.17,,,UO_0000065,12.21,0.23,1.63,5.23,0,CHEMBL3372266,Inhibition of JNK1 (unknown origin) after 1 hr by homogeneous time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3352539,1,Scientific Literature,J Med Chem,2014.0,,,,
337,CHEMBL3674729,,,459.55,0.0,2.7,BDBM102608,N#CCC(=O)N1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@@H](O)CC3)n2)CC1,IC50,'=',88.4,nM,7.05,,220176,UO_0000065,15.35,0.28,4.35,6.39,0,CHEMBL3705344,In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638640,37,BindingDB Database,,2013.0,,,,
